date,close
0.11,0
0.22,0.25
0.33,0.25
0.44,0.25
0.55,0.25
0.66,0.25
0.77,0.5
0.88,0.75
0.99,0.75
1.1,0.75
1.2100000000000002,0.75
1.3200000000000003,1.0
1.4300000000000004,1.0
1.5400000000000005,1.25
1.6500000000000006,1.5
1.7600000000000007,1.75
1.8700000000000008,1.75
1.9800000000000009,2.0
2.0900000000000007,2.25
