id,time,symbol,close,high,low,open,volumefrom,volumeto
1182.0,2014-12-31 16:00:00,BTC,314.8900146484375,321.3599853515625,313.5400085449219,318.239990234375,12820.26,4073067.1
1182.0,2015-01-01 16:00:00,BTC,315.2099914550781,316.3999938964844,313.0799865722656,314.8900146484375,14728.97,4673971.8
1182.0,2015-01-02 16:00:00,BTC,287.1300048828125,315.8299865722656,284.8900146484375,315.2099914550781,47366.46,14209564.7
1182.0,2015-01-03 16:00:00,BTC,264.7200012207031,289.94000244140625,255.8699951171875,287.1300048828125,88769.22,24255392.1
1182.0,2015-01-04 16:00:00,BTC,274.8399963378906,278.32000732421875,262.8900146484375,264.7200012207031,54993.28,14995382.75
1182.0,2015-01-05 16:00:00,BTC,282.2699890136719,285.1099853515625,271.5199890136719,274.8399963378906,21939.38,6097640.43
1182.0,2015-01-06 16:00:00,BTC,291.3399963378906,296.05999755859375,280.739990234375,282.2699890136719,30666.87,8827164.0
1182.0,2015-01-07 16:00:00,BTC,282.69000244140625,292.7099914550781,278.989990234375,291.3399963378906,20182.8,5796312.29
1182.0,2015-01-08 16:00:00,BTC,287.9700012207031,290.5899963378906,277.2799987792969,282.69000244140625,20924.65,5963203.51
1182.0,2015-01-09 16:00:00,BTC,273.3500061035156,289.25,271.9800109863281,287.9700012207031,14724.72,4147357.05
1182.0,2015-01-10 16:00:00,BTC,264.7699890136719,278.010009765625,263.760009765625,273.3500061035156,15111.35,4122751.52
1182.0,2015-01-11 16:00:00,BTC,269.3299865722656,273.0799865722656,263.29998779296875,264.7699890136719,25384.85,6899315.98
1182.0,2015-01-12 16:00:00,BTC,221.2899932861328,269.1000061035156,217.10000610351562,269.3299865722656,95497.81,22745960.68
1182.0,2015-01-13 16:00:00,BTC,164.9199981689453,230.86000061035156,157.2899932861328,221.2899932861328,170682.75,32911586.21
1182.0,2015-01-14 16:00:00,BTC,209.77999877929688,231.25999450683594,164.5500030517578,164.9199981689453,124666.16,25672423.81
1182.0,2015-01-15 16:00:00,BTC,206.9199981689453,222.6300048828125,198.72000122070312,209.77999877929688,62321.12,13208882.23
1182.0,2015-01-16 16:00:00,BTC,199.64999389648438,212.58999633789062,191.7100067138672,206.9199981689453,43131.44,8685194.65
1182.0,2015-01-17 16:00:00,BTC,210.6199951171875,220.72999572753906,192.50999450683594,199.64999389648438,40367.48,8429486.11
1182.0,2015-01-18 16:00:00,BTC,215.8699951171875,219.47999572753906,205.47000122070312,210.6199951171875,31578.61,6744459.25
1182.0,2015-01-19 16:00:00,BTC,210.5500030517578,216.57000732421875,203.4199981689453,215.8699951171875,37484.43,7926400.72
1182.0,2015-01-20 16:00:00,BTC,228.1699981689453,229.32000732421875,207.11000061035156,210.5500030517578,43184.11,9390361.66
1182.0,2015-01-21 16:00:00,BTC,232.6999969482422,238.77999877929688,225.57000732421875,228.1699981689453,53706.05,12508308.9
1182.0,2015-01-22 16:00:00,BTC,232.1699981689453,236.97000122070312,224.83999633789062,232.6999969482422,38166.88,8855407.23
1182.0,2015-01-23 16:00:00,BTC,248.16000366210938,248.8800048828125,229.5800018310547,232.1699981689453,33239.37,8011743.34
1182.0,2015-01-24 16:00:00,BTC,252.08999633789062,256.42999267578125,241.36000061035156,248.16000366210938,50188.59,12509649.52
1182.0,2015-01-25 16:00:00,BTC,269.17999267578125,310.9100036621094,251.5,252.08999633789062,105714.48,29806496.64
1182.0,2015-01-26 16:00:00,BTC,263.2699890136719,276.8999938964844,247.25999450683594,269.17999267578125,50260.04,13130803.27
1182.0,2015-01-27 16:00:00,BTC,236.1699981689453,267.6600036621094,228.05999755859375,263.2699890136719,63771.42,15880595.92
1182.0,2015-01-28 16:00:00,BTC,233.99000549316406,241.50999450683594,220.36000061035156,236.1699981689453,54485.72,12723448.2
1182.0,2015-01-29 16:00:00,BTC,231.83999633789062,244.8300018310547,227.19000244140625,233.99000549316406,48226.84,11316575.19
1182.0,2015-01-30 16:00:00,BTC,218.50999450683594,235.36000061035156,216.4600067138672,231.83999633789062,42154.24,9645307.86
1182.0,2015-01-31 16:00:00,BTC,225.2899932861328,231.44000244140625,209.7100067138672,218.50999450683594,41163.75,9058010.18
1182.0,2015-02-01 16:00:00,BTC,238.86000061035156,242.50999450683594,220.52999877929688,225.2899932861328,39015.62,8965813.6
1182.0,2015-02-02 16:00:00,BTC,227.41000366210938,247.47999572753906,223.91000366210938,238.86000061035156,63078.64,15000263.95
1182.0,2015-02-03 16:00:00,BTC,226.5800018310547,230.7100067138672,220.22999572753906,227.41000366210938,55242.53,12495299.13
1182.0,2015-02-04 16:00:00,BTC,216.52000427246094,229.85000610351562,214.35000610351562,226.5800018310547,40642.68,9055713.16
1182.0,2015-02-05 16:00:00,BTC,222.9600067138672,226.16000366210938,215.64999389648438,216.52000427246094,52515.37,11628519.32
1182.0,2015-02-06 16:00:00,BTC,227.67999267578125,231.0,222.3800048828125,222.9600067138672,39761.33,9046632.13
1182.0,2015-02-07 16:00:00,BTC,223.6699981689453,230.22999572753906,219.5,227.67999267578125,29048.5,6564922.66
1182.0,2015-02-08 16:00:00,BTC,220.33999633789062,225.0,215.66000366210938,223.6699981689453,91686.86,20192733.61
1182.0,2015-02-09 16:00:00,BTC,219.6699981689453,222.19000244140625,214.44000244140625,220.33999633789062,86145.83,18877297.99
1182.0,2015-02-10 16:00:00,BTC,218.8300018310547,223.52999877929688,217.27999877929688,219.6699981689453,71734.25,15909377.35
1182.0,2015-02-11 16:00:00,BTC,221.7899932861328,223.0,217.3000030517578,218.8300018310547,50109.53,11084499.87
1182.0,2015-02-12 16:00:00,BTC,236.1699981689453,241.5800018310547,220.6199951171875,221.7899932861328,112253.36,26243104.7
1182.0,2015-02-13 16:00:00,BTC,258.6400146484375,261.25,235.3800048828125,236.1699981689453,133796.04,33313626.71
1182.0,2015-02-14 16:00:00,BTC,233.27000427246094,264.57000732421875,226.55999755859375,258.6400146484375,179142.98,43921119.98
1182.0,2015-02-15 16:00:00,BTC,235.8300018310547,240.02999877929688,228.00999450683594,233.27000427246094,115467.55,27187677.11
1182.0,2015-02-16 16:00:00,BTC,243.1999969482422,247.1699981689453,232.02999877929688,235.8300018310547,116259.51,27926884.82
1182.0,2015-02-17 16:00:00,BTC,235.1999969482422,245.50999450683594,231.6999969482422,243.1999969482422,99662.48,23813015.67
1182.0,2015-02-18 16:00:00,BTC,241.9199981689453,244.11000061035156,234.8699951171875,235.1999969482422,66053.23,15852470.09
1182.0,2015-02-19 16:00:00,BTC,244.52000427246094,247.75999450683594,238.8300018310547,241.9199981689453,83584.59,20434846.7
1182.0,2015-02-20 16:00:00,BTC,244.41000366210938,247.32000732421875,242.64999389648438,244.52000427246094,42952.95,10570761.56
1182.0,2015-02-21 16:00:00,BTC,235.72999572753906,246.5399932861328,232.72000122070312,244.41000366210938,75700.07,18107359.63
