Timestamp,Close,High,Low,Open,Volume_(BTC),Volume_(Currency),Weighted_Price
2015-02-25 16:00,236.5299988,238.1699982,233.5,237.3300018,50871.35,12064967.48,236.3824997
2015-02-26 16:00,253.4700012,258.7200012,235.6999969,236.5299988,167808.96,42282820.69,246.1049995
2015-02-27 16:00,254.0599976,255.3999939,248.7299957,253.4700012,39409.14,9999594.97,252.9149971
2015-02-28 16:00,257.9400024,260.6499939,244.7700043,254.0599976,51327.58,12964061.92,254.3549995
2015-03-01 16:00,273.75,274.7999878,256.1499939,257.9400024,81093.26,21562624.62,265.659996
2015-03-02 16:00,280.6499939,287.0599976,266.1199951,273.75,164816.88,45650597.34,276.8949966
2015-03-03 16:00,271.9200134,284.4700012,265.9100037,280.6499939,138996.99,38656923.75,275.7375031
2015-03-04 16:00,275.230011,280.8399963,262.8099976,271.9200134,123644.37,33599454.28,272.7000046
2015-03-05 16:00,272.5599976,277.9899902,269.019989,275.230011,98796.9,27014943.36,273.6999969
2015-03-06 16:00,274.9100037,278.25,269.4100037,272.5599976,60715.12,16708000.42,273.7825012
2015-03-07 16:00,274.4899902,278.7799988,271.3099976,274.9100037,50400.9,13902830.08,274.8724976
2015-03-08 17:00,290.019989,293.2600098,273.7900085,274.4899902,151770.38,43259194.28,282.8899994
2015-03-09 17:00,291.3699951,300.9599915,288.1199951,290.019989,158177.83,46657647.9,292.6174927
2015-03-10 17:00,295.6000061,297.6600037,288.8800049,291.3699951,79980.96,23542829.99,293.3775024
2015-03-11 17:00,293.8500061,296.980011,290.8299866,295.6000061,107321.48,31607747.19,294.3150024
2015-03-12 17:00,287.2099915,294.9200134,286.0799866,293.8500061,97342.01,28288614.1,290.5149994
2015-03-13 17:00,281.6000061,288.3999939,279.2999878,287.2099915,75719.87,21495879.21,284.1274948
2015-03-14 17:00,284.8800049,286.3900146,280.3699951,281.6000061,39454.72,11238833.94,283.3100052
2015-03-15 17:00,290.4100037,294.0100098,284.769989,284.8800049,66339.57,19355605.15,288.5175018
2015-03-16 17:00,285.3800049,292.4599915,283.25,290.4100037,65014.37,18775700.27,287.875
2015-03-17 17:00,255.9199982,285.6499939,248.1900024,285.3800049,206739.42,55391241.42,268.7849998
2015-03-18 17:00,260.9299927,264.7999878,247,255.9199982,180691.53,46525086.82,257.1624947
2015-03-19 17:00,261.7799988,264.7099915,257.8500061,260.9299927,52832.95,13853175.66,261.3174973
2015-03-20 17:00,259.7099915,263.2600098,254.0200043,261.7799988,51651.97,13413360.84,259.6925011
2015-03-21 17:00,268.5700073,270.4200134,259,259.7099915,56633.33,14980752.09,264.4250031
2015-03-22 17:00,265.4599915,271.0100098,259.3800049,268.5700073,81449.75,21749937.38,266.1050034
2015-03-23 17:00,246.7200012,267.019989,242.6699982,265.4599915,151085.48,38033136.19,255.467495
2015-03-24 17:00,246.3699951,249.2100067,234.8399963,246.7200012,131441.85,32092197.46,244.2849998
2015-03-25 17:00,248.0200043,254.6900024,243.5200043,246.3699951,89470.97,22412560.34,248.1500015
2015-03-26 17:00,247.2100067,250.0500031,244.4700012,248.0200043,62563.89,15543779.05,247.4375038
2015-03-27 17:00,252.0200043,254.25,246.2799988,247.2100067,55058.15,13890988.51,249.9400024
2015-03-28 17:00,242.0800018,252.8099976,238.9299927,252.0200043,77539.18,18971340.67,246.4599991
2015-03-29 17:00,246.7899933,248.8300018,236.5500031,242.0800018,85332.75,20963830.56,243.5625
2015-03-30 17:00,244.1499939,248.6999969,241.1799927,246.7899933,75332.15,18515676.34,245.2049942
2015-03-31 17:00,246.2400055,247.6699982,239.5700073,244.1499939,67076.52,16412525.86,244.4075012
2015-04-01 17:00,252.6000061,254.8500061,244.25,246.2400055,81367.61,20354036.74,249.4850044
2015-04-02 17:00,254.4799957,256.5299988,251.2599945,252.6000061,71738.22,18264452.59,253.7174988
2015-04-03 17:00,252.8899994,255.2400055,250.3099976,254.4799957,30716.88,7805160.91,253.2299995
2015-04-04 17:00,259.6400146,260.2600098,250.6000061,252.8899994,43829.64,11277271.88,255.8475075
2015-04-05 17:00,254.9700012,261.4500122,252.3200073,259.6400146,45930.83,11857398.41,257.0950089
2015-04-06 17:00,252.9700012,255.6000061,250.1499939,254.9700012,44793.41,11401051.13,253.4225006
2015-04-07 17:00,244.5700073,254.2599945,242.5700073,252.9700012,102647.59,25401433.04,248.5925026
2015-04-08 17:00,243.3200073,246.2200012,237.6199951,244.5700073,69191.17,16846896.21,242.9325027
2015-04-09 17:00,234.7299957,244.1100006,231.3000031,243.3200073,100200.45,23728422.4,238.3650017
2015-04-10 17:00,236.4799957,240,233.1199951,234.7299957,51985.54,12319489.65,236.0824966
2015-04-11 17:00,235.8500061,237.5200043,232.2700043,236.4799957,33032.15,7814533.91,235.5300026
2015-04-12 17:00,223.5899963,236.75,220.3600006,235.8500061,105151.51,23982950.79,229.1375008
2015-04-13 17:00,217.9900055,224.7200012,214.2700043,223.5899963,115188.26,25315606.19,220.1425018
2015-04-14 17:00,222.9700012,223.5599976,217.1499939,217.9900055,77228.44,17099352.43,220.4174995
2015-04-15 17:00,227.9799957,229.5299988,222.8699951,222.9700012,84889.1,19315044.09,225.8374977
2015-04-16 17:00,222.5899963,229.2799988,220.5599976,227.9799957,66924.16,15015559.02,225.1024971
2015-04-17 17:00,223.3500061,224.4700012,220.5700073,222.5899963,36537.62,8152434.69,222.7450027
2015-04-18 17:00,223.0200043,226.9400024,221.9600067,223.3500061,35495.15,7984589.44,223.8175049
2015-04-19 17:00,224.2400055,226.7200012,221.5800018,223.0200043,44871.84,10082693.46,223.8900032
2015-04-20 17:00,233.7299957,235.2700043,223.2899933,224.2400055,68344.58,15658818.31,229.1324997
2015-04-21 17:00,233.7799988,238.3999939,231.8000031,233.7299957,77563.53,18280060.34,234.4274979
2015-04-22 17:00,235.3999939,236.1199951,232.5800018,233.7799988,42449.83,9982620.64,234.4699974
2015-04-23 17:00,231.0899963,236.5500031,229.0599976,235.3999939,69782.78,16221169.24,233.0249977
2015-04-24 17:00,226.1399994,232.2899933,223.0500031,231.0899963,43784.18,10015666.23,228.142498
2015-04-25 17:00,218.6999969,226.7200012,214.1399994,226.1399994,100764.79,22088733.35,221.4249992
2015-04-26 17:00,228.9600067,242.6499939,216.6000061,218.6999969,123411.71,27696437.64,226.7275009
2015-04-27 17:00,225.8099976,229.8699951,222.0299988,228.9600067,65971.19,14896418.52,226.6674995
2015-04-28 17:00,225.4199982,227.2400055,222.25,225.8099976,60889.41,13743340.35,225.1800003
2015-04-29 17:00,235.7700043,240.0099945,224.6799927,225.4199982,112238.62,26242196.77,231.4699974
2015-04-30 17:00,233.2100067,239.4199982,232.3800049,235.7700043,60139.08,14178420.18,235.1950035
2015-05-01 17:00,235.3399963,236.3800049,231.7299957,233.2100067,37075.6,8703582.59,234.1650009
2015-05-02 17:00,239.9900055,243.5800018,233.8000031,235.3399963,55715.89,13389153.76,238.1775017
2015-05-03 17:00,238.9700012,243.1999969,237.4499969,239.9900055,69115.5,16599243.56,239.9025002
2015-05-04 17:00,235.8200073,239.6100006,231.7799988,238.9700012,77868.42,18333196.41,236.545002
2015-05-05 17:00,230.0299988,237.1499939,228.2400055,235.8200073,103664.18,24127653.28,232.8100014
2015-05-06 17:00,237.7299957,240.25,228.3300018,230.0299988,91051.83,21315971.39,234.0849991
2015-05-07 17:00,243.7400055,247.0099945,235.7700043,237.7299957,87502.6,21226000.84,241.0625
2015-05-08 17:00,241.3999939,247.8699951,238.5200043,243.7400055,62786.96,15281109.27,242.8824997
2015-05-09 17:00,239.9600067,244.8200073,238.2299957,241.3999939,44003.2,10634289.99,241.1025009
2015-05-10 17:00,241.8099976,243.9499969,238.8600006,239.9600067,57165.49,13819530.94,241.1450005
2015-05-11 17:00,241.5800018,243,239.1799927,241.8099976,40080.32,9712214.4,241.392498
2015-05-12 17:00,236.3800049,243.9100037,234.0700073,241.5800018,84427.04,20329395.15,238.9850044
2015-05-13 17:00,236.8999939,239.1699982,232.3600006,236.3800049,71016.47,16833656.66,236.2024994
2015-05-14 17:00,237.1999969,238.8300018,235.5299988,236.8999939,46029.85,10932777.42,237.1149979
2015-05-15 17:00,236.2299957,237.7799988,234.5700073,237.1999969,27053.46,6415070.12,236.4449997
2015-05-16 17:00,236.3000031,237.7700043,235.3500061,236.2299957,28432.51,6738302.37,236.4125023
2015-05-17 17:00,232.6399994,237.1000061,231.4600067,236.3000031,53141.78,12516261.2,234.3750038
2015-05-18 17:00,232.0200043,234.5,231.2700043,232.6399994,40937.49,9550029.29,232.607502
2015-05-19 17:00,233.9600067,235.1699982,231.4700012,232.0200043,49689.83,11626735.04,233.1550026
2015-05-20 17:00,235.3800049,236.6499939,233.6100006,233.9600067,42934.55,10114419.29,234.9000015
2015-05-21 17:00,240.3699951,242,234.5599976,235.3800049,74109.92,17630641.48,238.0774994
2015-05-22 17:00,238.9400024,241.7299957,238.0500031,240.3699951,36028.98,8659651.42,239.7724991
2015-05-23 17:00,240.9799957,242.3899994,237.4799957,238.9400024,30256.48,7278251.72,239.9474983
2015-05-24 17:00,237.4100037,241.7899933,235.8099976,240.9799957,26385.48,6301300.86,238.9974976
2015-05-25 17:00,237.8399963,238.9900055,235.5800018,237.4100037,37077.02,8842430.86,237.4550018
2015-05-26 17:00,237.2899933,238.9499969,235.8899994,237.8399963,48026.76,11445501.96,237.4924965
2015-05-27 17:00,237.3200073,238.4100037,236.2299957,237.2899933,35748.86,8508673.17,237.3125
2015-05-28 17:00,237.0299988,237.8899994,235.1300049,237.3200073,38923.78,9241377,236.8425026
2015-05-29 17:00,233.2200012,237.0599976,231.5899963,237.0299988,41630.86,9738568.03,234.7249985
2015-05-30 17:00,229.8399963,233.9900055,229.1300049,233.2200012,38997.51,9036624.56,231.545002
2015-05-31 17:00,223.1399994,231.7599945,220.9700012,229.8399963,87057.03,19658919.58,226.4274979
2015-06-01 17:00,225.7400055,227.4400024,222.25,223.1399994,60804.73,13666049.75,224.6425018
2015-06-02 17:00,225.5899963,227.8600006,223.6900024,225.7400055,54353.18,12279838.72,225.7200012
2015-06-03 17:00,224.2200012,226.7100067,223.4900055,225.5899963,44055.99,9934190.66,225.0025024
2015-06-04 17:00,225.2899933,226.3600006,222.1499939,224.2200012,56455.17,12703848.43,224.5049973
2015-06-05 17:00,224.7400055,225.7599945,223.5299988,225.2899933,22467.76,5074897.56,224.829998
2015-06-06 17:00,223.4700012,226.3600006,222.2100067,224.7400055,40481.39,9097310.34,224.1950035
2015-06-07 17:00,228.5700073,229.9100037,222.9900055,223.4700012,74152.69,16824026.1,226.2350044
2015-06-08 17:00,229.5599976,231.3600006,227.5099945,228.5700073,54837.44,12617632.43,229.25
2015-06-09 17:00,228.7899933,230.4400024,227.8399963,229.5599976,41639.32,9556657.69,229.1574974
2015-06-10 17:00,229.8800049,230.6399994,228.5399933,228.7899933,38004.06,8745318.46,229.4624977
2015-06-11 17:00,230.4600067,231.5800018,229.2899933,229.8800049,40744.82,9406856.66,230.3025017
2015-06-12 17:00,232.4799957,233.1399994,229.0099945,230.4600067,38008.73,8803491.08,231.2724991
2015-06-13 17:00,233.75,235.5099945,232.0899963,232.4799957,32894.87,7700053.79,233.4574966
2015-06-14 17:00,237,238.5500031,233.2899933,233.75,63467.09,15006949.33,235.6474991
2015-06-15 17:00,249.8200073,254.1499939,235.6999969,237,122473.61,29956654.2,244.1674995
2015-06-16 17:00,247.3800049,258.480011,245.0899963,249.8200073,121617.91,30652977.32,250.1925049
2015-06-17 17:00,248.4400024,251.9499969,242.4600067,247.3800049,78135.55,19421567.7,247.5575027
2015-06-18 17:00,244.1300049,250.8099976,243.6499939,248.4400024,84699.65,20914718.44,246.7574997
2015-06-19 17:00,244.9799957,246.6300049,238.6999969,244.1300049,51281.32,12470598.74,243.6100006
2015-06-20 17:00,244.1000061,246.0299988,240.9400024,244.9799957,25152.47,6140997.64,244.0125008
2015-06-21 17:00,247.4600067,248.6000061,243.1600037,244.1000061,47587.53,11713076.05,245.8300056
2015-06-22 17:00,243.7599945,247.6699982,242.3200073,247.4600067,38427.99,9432470.15,245.3025017
2015-06-23 17:00,240.5599976,244.5099945,239.0500031,243.7599945,47109.76,11415709.88,241.9699974
2015-06-24 17:00,242.5599976,243.6499939,239.3200073,240.5599976,40360.36,9791297.92,241.5224991
2015-06-25 17:00,242.9499969,243.4900055,240.1399994,242.5599976,37617.83,9112156.6,242.2849998
2015-06-26 17:00,250.7299957,251.5700073,241.8300018,242.9499969,54700.08,13525813.79,246.7700005
2015-06-27 17:00,248.8800049,251.5899963,246.6199951,250.7299957,39892.18,9955671.92,249.454998
2015-06-28 17:00,256.9700012,257.5400085,247.9600067,248.8800049,92643.49,23504772.6,252.8375053
2015-06-29 17:00,264.1199951,268.730011,255.3699951,256.9700012,116532.34,30621602.74,261.2975006
2015-06-30 17:00,257.6199951,265,254.4100037,264.1199951,66934.73,17316801.19,260.2874985
2015-07-01 17:00,254.8800049,261.2900085,253.0899963,257.6199951,45004.59,11560214.6,256.7200012
2015-07-02 17:00,255.3999939,256.7099915,252.4400024,254.8800049,36579.6,9335969.35,254.8574982
2015-07-03 17:00,260.5499878,261.0799866,253.3699951,255.3999939,32951.08,8502000.62,257.5999908
2015-07-04 17:00,270.1400146,274.1400146,257.6099854,260.5499878,48445.72,12906220.27,265.6100006
2015-07-05 17:00,269.0799866,277.480011,266.4599915,270.1400146,90578.41,14242625.38,270.7900009
2015-07-06 17:00,266.2099915,271.3399963,263.2099915,269.0799866,41609.36,11104556.73,267.4599915
2015-07-07 17:00,268.6400146,273.5700073,263.1799927,266.2099915,45290.37,12157995.11,267.9000015
2015-07-08 17:00,269.1400146,272.3099976,265.1300049,268.6400146,48385.86,13058350.83,268.8050079
2015-07-09 17:00,283.6199951,297.8500061,266.9100037,269.1400146,117173.84,33254590.34,279.3800049
2015-07-10 17:00,291.9700012,298.7600098,282.2799988,283.6199951,46487.25,13584989.4,289.1575012
2015-07-11 17:00,310.4400024,315.8800049,291.2600098,291.9700012,120702.44,36866127.76,302.3875046
2015-07-12 17:00,290.3500061,310.8800049,276.8500061,310.4400024,146845.71,42741263.66,297.1300049
2015-07-13 17:00,286.9599915,296.9599915,285.1700134,290.3500061,60619.43,17635928.71,289.8600006
2015-07-14 17:00,283.4200134,292.9200134,283.1700134,286.9599915,59578.59,17274148.89,286.6175079
2015-07-15 17:00,276.5899963,290.8399963,273.2799988,283.4200134,121324.43,34155564.7,281.0325012
2015-07-16 17:00,279.6199951,280.7600098,271.1700134,276.5899963,62121.51,17217352.98,277.0350037
2015-07-17 17:00,274.0499878,282.5299988,243.2400055,279.6199951,55337.05,15358107.19,269.8599968
2015-07-18 17:00,273.1799927,277.0700073,271.8500061,274.0499878,30202.22,8322466,274.0374985
2015-07-19 17:00,277.6799927,278.8500061,271.8200073,273.1799927,46596.58,12900609.61,275.3824997
2015-07-20 17:00,275.0899963,281.0499878,274.1900024,277.6799927,49054.44,13667891.12,277.0024948
2015-07-21 17:00,276.4599915,277.3900146,273.1199951,275.0899963,41969.04,11596311.21,275.5149994
2015-07-22 17:00,275.519989,277.8500061,274.4700012,276.4599915,35661.27,9870635.2,276.0749969
2015-07-23 17:00,288.3699951,289.8099976,274.2600098,275.519989,74359.53,21095041.66,281.9899979
2015-07-24 17:00,288.7399902,291.2399902,284.6700134,288.3699951,41648.34,12024889.58,288.2549973
2015-07-25 17:00,291.769989,293.2799988,286.769989,288.7399902,30991.92,9038050.71,290.1399918
2015-07-26 17:00,293.0100098,295.7900085,285.3999939,291.769989,69710.58,20358325.65,291.4925003
2015-07-27 17:00,293.7000122,296.6799927,291.6700134,293.0100098,49065.8,14466428.05,293.765007
2015-07-28 17:00,288.3699951,294.7200012,286.8900146,293.7000122,50673.64,14738216.66,290.9200058
2015-07-29 17:00,287.019989,289.8900146,284.9100037,288.3699951,44792.49,12888680.67,287.5475006
2015-07-30 17:00,283.730011,288.6900024,280.769989,287.019989,49212.01,14019071.24,285.0524979
2015-07-31 17:00,280.4700012,284.5299988,276.2999878,283.730011,39426.68,11068826.78,281.2574997
2015-08-01 17:00,281.3599854,282.5,275.9299927,280.4700012,35672.07,9978638.45,280.0649948
2015-08-02 17:00,281.5799866,285,278.9400024,281.3599854,45894.1,13006246.28,281.7199936
2015-08-03 17:00,284.2999878,285.6600037,279.5799866,281.5799866,44841.21,12732203.17,282.7799911
2015-08-04 17:00,281.7200012,285.4500122,280.5299988,284.2999878,38285.97,10854754.48,283
2015-08-05 17:00,278,281.980011,276.4599915,281.7200012,33261.93,9319083.23,279.5400009
2015-08-06 17:00,277.8900146,279.6000061,274.2799988,278,42811.69,11919665.19,277.4425049
2015-08-07 17:00,258.6000061,278.9200134,257.4200134,277.8900146,82543.32,22308123.7,268.2075119
2015-08-08 17:00,263.8699951,266.75,258.5599976,258.6000061,57475.12,15154749.09,261.9449997
2015-08-09 17:00,263.2999878,266.6300049,260.519989,263.8699951,48569.01,12873441.85,263.5799942
2015-08-10 17:00,269.0299988,269.8999939,261.4400024,263.2999878,51361.8,13681939.6,265.9174957
2015-08-11 17:00,267.6600037,271.5,263.6600037,269.0299988,56734.31,15232934.05,267.9625015
2015-08-12 17:00,263.4400024,268.3900146,261.2799988,267.6600037,56486.75,14962211.79,265.1925049
2015-08-13 17:00,265.0299988,267.2200012,260.2099915,263.4400024,52327.95,13899139.99,263.9749985
2015-08-14 17:00,260.519989,266.5499878,259.3800049,265.0299988,38905.99,10303301.22,262.8699951
2015-08-15 17:00,257.1199951,261.9200134,254.5700073,260.519989,69037.08,17880398.95,258.5325012
2015-08-16 17:00,257.1300049,259.9299927,252.8699951,257.1199951,47882.96,12378054.89,256.7624969
2015-08-17 17:00,246.7200012,257.5299988,245.7400055,257.1300049,94503.04,23896056.77,251.7800026
2015-08-18 17:00,226,247.9499969,214.2899933,246.7200012,245822.71,55514712.14,233.7399979
2015-08-19 17:00,234.6600037,238.0299988,225.5399933,226,90981.27,21225055.42,231.0574989
2015-08-20 17:00,232.3999939,236.3000031,230.4799957,234.6600037,57649.08,13485729.48,233.4599991
2015-08-21 17:00,229.5399933,235.0700073,221.0399933,232.3999939,74205.5,16976922.67,229.5124969
2015-08-22 17:00,226.75,232.6999969,224.2700043,229.5399933,48840.79,11204081.47,228.3149986
2015-08-23 17:00,211.4299927,228.4299927,207.8200073,226.75,196695.2,43008579.43,218.6074982
2015-08-24 17:00,220.5099945,226.5500031,196.2599945,211.4299927,190793.65,40651749.53,213.6874962
2015-08-25 17:00,224.9700012,230.6900024,218.7899933,220.5099945,92812.47,20986286.41,223.7399979
2015-08-26 17:00,222.7299957,228.4400024,222,224.9700012,60246.06,13631111.36,224.5349998
2015-08-27 17:00,231.6399994,234.8099976,219.6000061,222.7299957,90660.85,20751420.42,227.1949997
2015-08-28 17:00,228.5,233.0899963,226.3500061,231.6399994,43740.08,10072201.21,229.8950005
2015-08-29 17:00,228.3999939,232.3200073,225.4400024,228.5,39808.01,9118089.39,228.6650009
2015-08-30 17:00,229.4700012,231.7899933,224.1999969,228.3999939,54507.28,12521966.49,228.4649963
2015-08-31 17:00,227.1799927,231.4499969,225.7599945,229.4700012,66543.6,15206241.05,228.4649963
2015-09-01 17:00,228.6300049,230.5899963,225.5700073,227.1799927,58765.75,13443780.85,227.9925003
2015-09-02 17:00,226.1999969,229.6199951,225.3600006,228.6300049,54150.19,12337406.44,227.4524994
2015-09-03 17:00,230.25,231.0599976,225.75,226.1999969,61762.93,14174313.31,228.3149986
2015-09-04 17:00,233.6699982,235.6100006,228.2899933,230.25,48280.18,11253257.52,231.954998
2015-09-05 17:00,239.8600006,243.6399994,234.7400055,233.6699982,66271.08,15939620.21,237.9775009
2015-09-06 17:00,239.5800018,242.6600037,237.4900055,239.8600006,57187.93,13744695.27,239.8975029
2015-09-07 17:00,243.2400055,246.3800049,239.2299957,239.5800018,76353.97,18605471.98,242.107502
2015-09-08 17:00,237.4100037,244.3399963,236.4900055,243.2400055,69263.89,16636258.68,240.3700027
2015-09-09 17:00,238.0800018,240.6300049,234.3099976,237.4100037,60537.22,14447606.84,237.607502
2015-09-10 17:00,239.8999939,241.0200043,237.3800049,238.0800018,45773.98,10992443.1,239.0950012
2015-09-11 17:00,235.6000061,240.3200073,233.3200073,239.8999939,43773.9,10407178.6,237.2850037
2015-09-12 17:00,230.1900024,236.1600037,228.2799988,235.6000061,51595.8,11983360.26,232.5575027
2015-09-13 17:00,229.9100037,232.6399994,225.9600067,230.1900024,61097.39,14070910.12,229.6750031
2015-09-14 17:00,229.5299988,242.8300018,228.0299988,229.9100037,49516.04,11425472.46,232.5750008
2015-09-15 17:00,228.6000061,230.8899994,225.0500031,229.5299988,51913.1,11866728.14,228.5175018
2015-09-16 17:00,232.7200012,235.1699982,227.9499969,228.6000061,56060.73,12975914.38,231.1100006
2015-09-17 17:00,232.2100067,234.6900024,230.5800018,232.7200012,53168.52,12397851.98,232.5500031
2015-09-18 17:00,231.1100006,233.3500061,230.2100067,232.2100067,34470.84,8004103.62,231.720005
2015-09-19 17:00,231.0899963,232.6699982,229.9299927,231.1100006,33153.05,7676869.88,231.1999969
2015-09-20 17:00,226.3300018,231.6300049,225,231.0899963,53425.18,12180039.21,228.5125008
2015-09-21 17:00,230.0099945,233.2400055,224.0700073,226.3300018,71545.59,16390021.59,228.4125023
2015-09-22 17:00,229.8899994,232.1999969,228.5,230.0099945,43602.2,10064288.46,230.1499977
2015-09-23 17:00,233.7599945,235.8399963,229.5700073,229.8899994,72124.09,16797644.6,232.2649994
2015-09-24 17:00,235.0299988,237.5800018,232.6999969,233.7599945,61574.99,14510987.84,234.767498
2015-09-25 17:00,234.3000031,235.7100067,232.7400055,235.0299988,40288.81,9449846.08,234.4450035
2015-09-26 17:00,232.5,234.75,231.8399963,234.3000031,36139.39,8429802.53,233.3474998
2015-09-27 17:00,238.8699951,240.3899994,232.3699951,232.5,64274.87,15282768.65,236.0324974
